run_id,timestamp,question_index,question,predicted_score,predicted_threads,baseline_concurrent,baseline_success,baseline_http_status,baseline_api_code,baseline_latency_ms,baseline_retries_used,baseline_agent_success_ratio,baseline_error,predict_concurrent,predict_success,predict_http_status,predict_api_code,predict_latency_ms,predict_retries_used,predict_agent_success_ratio,predict_error,success_delta,latency_delta_ms,predicted_threads_is_singleton_run,comparison_round_validity,comparison_round_invalid_reason
exp_20260404_204354_72c1cfa5,2026-04-04T20:47:26,11,"Which 3 countries have the highest combined percentage of Dutch and English speakers (sum of percentages where Language ∈ {‘Dutch’,‘English’})?",1.0,1,1,1,200,200,7530.143,0,1.0,,1,1,200,200,7118.265,0,1.0,,0,-411.878,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:47:45,12,"Show the bottom 7 countries ranked by length of LocalName minus length of Name (absolute value), for non-null values.",1.0,1,1,1,200,200,12112.545,0,1.0,,1,1,200,200,5778.179,0,1.0,,0,-6334.366,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:48:01,13,What are the 6 most populous cities in Asia?,1.0,1,1,1,200,200,7418.73,0,1.0,,1,1,200,200,8119.586,0,1.0,,0,700.856,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:48:16,14,What are the top 5 languages spoken in countries where Dutch is an official language?,1.0,1,1,1,200,200,7606.956,0,1.0,,1,1,200,200,7676.321,0,1.0,,0,69.365,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:48:30,15,Show the top 8 languages with the highest average percentage among official languages only.,1.0,1,1,1,200,200,7608.684,0,1.0,,1,1,200,200,6868.664,0,1.0,,0,-740.02,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:48:44,16,Which 5 countries have the greatest absolute difference between IndepYear and the average IndepYear across all countries with non-null IndepYear?,1.0,1,1,1,200,200,6848.4,0,1.0,,1,1,200,200,6814.492,0,1.0,,0,-33.908,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:49:03,17,What are the top 4 countries with the highest number of cities where city name length equals country name length?,1.0,1,1,1,200,200,9770.515,0,1.0,,1,1,200,200,8306.88,0,1.0,,0,-1463.636,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:50:33,18,Which 5 countries have the greatest difference between their longest city name length and the length of their LocalName?,1.0,1,1,0,504,504,44067.609,3,0.0,HTTPError: HTTP Error 504: Gateway Timeout,1,1,200,200,45618.535,3,1.0,,1,1550.926,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:50:52,19,List the bottom 5 countries by GNP per capita (GNP/Population).,1.0,1,1,1,200,200,9172.807,0,1.0,,1,1,200,200,9440.362,0,1.0,,0,267.555,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:51:11,20,List the 5 countries with the highest percentage of English speakers among official languages.,1.0,1,1,1,200,200,9062.066,0,1.0,,1,1,200,200,7660.069,0,1.0,,0,-1401.996,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:51:25,21,List the bottom 4 countries with the lowest life expectancy.,1.0,1,1,1,200,200,6573.903,0,1.0,,1,1,200,200,6887.532,0,1.0,,0,313.63,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:51:43,22,List the top 8 countries with the highest number of cities where city name length is greater than country name length.,1.0,1,1,1,200,200,8282.693,0,1.0,,1,1,200,200,9382.445,0,1.0,,0,1099.752,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:52:19,23,Which 6 countries have the most cities listed in the city table?,1.0,1,1,1,200,200,28100.06,2,1.0,,1,1,200,200,8041.02,0,1.0,,0,-20059.041,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:52:37,24,"Which 7 countries have the largest gap between GNP and LifeExpectancy (GNP − LifeExpectancy), treating LifeExpectancy as numeric?",1.0,1,1,1,200,200,8211.485,0,1.0,,1,1,200,200,8220.399,0,1.0,,0,8.913,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:53:22,25,List the top 4 cities located in districts that match a country’s Code2 exactly.,1.0,1,1,1,200,200,37764.06,3,1.0,,1,1,200,200,7502.923,0,1.0,,0,-30261.138,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:53:38,26,What are the top 8 countries with the highest percentage of official languages?,1.0,1,1,1,200,200,8222.384,0,1.0,,1,1,200,200,7433.882,0,1.0,,0,-788.502,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:54:00,27,Which 4 countries have the highest ratio of (Population × GNP) / SurfaceArea?,1.0,1,1,1,200,200,10291.906,0,1.0,,1,1,200,200,11257.793,0,1.0,,0,965.887,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:54:25,28,List the top 3 countries with the most cities where city name contains a substring matching any country’s Code2.,1.0,1,1,1,200,200,12922.609,0,1.0,,1,1,200,200,12500.279,0,1.0,,0,-422.33,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:54:45,29,List the bottom 3 countries by surface area.,1.0,1,1,1,200,200,9538.237,0,1.0,,1,1,200,200,9506.72,0,1.0,,0,-31.517,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:54:59,30,Show the top 7 languages spoken in African countries.,1.0,1,1,1,200,200,6664.201,0,1.0,,1,1,200,200,7048.744,0,1.0,,0,384.543,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:55:21,31,What are the top 5 countries with the highest number of official languages spoken by at least 10% of the population?,1.0,1,1,1,200,200,8389.785,0,1.0,,1,1,200,200,13093.321,0,1.0,,0,4703.536,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:55:52,32,Show the bottom 6 countries ranked by length of GovernmentForm string (ascending).,1.0,1,1,1,200,200,21262.288,1,1.0,,1,1,200,200,9313.835,0,1.0,,0,-11948.453,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:56:15,33,What are the bottom 4 countries ranked by (SurfaceArea × LifeExpectancy) / GNP?,1.0,1,1,1,200,200,10804.242,0,1.0,,1,1,200,200,12068.595,0,1.0,,0,1264.353,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:56:32,34,List the top 7 cities located in countries whose region contains “Southern and Central Asia”.,1.0,1,1,1,200,200,7961.798,0,1.0,,1,1,200,200,6982.63,0,1.0,,0,-979.169,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:57:24,35,What are the top 6 countries with the highest number of cities where District starts with the same letter as CountryCode?,1.0,1,1,0,504,504,41114.629,3,0.0,HTTPError: HTTP Error 504: Gateway Timeout,1,1,200,200,10322.381,0,1.0,,1,-30792.248,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:57:44,36,What are the top 4 countries with the highest number of cities where city name matches the district name case-insensitively?,1.0,1,1,1,200,200,10180.977,0,1.0,,1,1,200,200,8316.04,0,1.0,,0,-1864.937,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:58:00,37,"List the top 6 languages spoken in exactly two countries, ranked by maximum percentage in any single country.",1.0,1,1,1,200,200,7920.13,0,1.0,,1,1,200,200,8600.408,0,1.0,,0,680.278,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:58:19,38,Which 7 countries have the highest number of cities where the city name matches the country’s local name?,1.0,1,1,1,200,200,8905.209,0,1.0,,1,1,200,200,9178.904,0,1.0,,0,273.695,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:58:36,39,What are the top 4 cities in countries where Papiamento is spoken?,1.0,1,1,1,200,200,8723.698,0,1.0,,1,1,200,200,8867.487,0,1.0,,0,143.788,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:58:49,40,Show the top 5 countries with the most languages spoken (regardless of official status).,1.0,1,1,1,200,200,6228.869,0,1.0,,1,1,200,200,6109.131,0,1.0,,0,-119.738,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:59:00,41,What are the bottom 5 countries with the shortest head of state names among those with non-null HeadOfState?,1.0,1,1,1,200,200,5651.454,0,1.0,,1,1,200,200,5308.032,0,1.0,,0,-343.422,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:59:25,42,"List the top 7 cities in countries where the local name contains “stan” and population > 100,000.",1.0,1,1,1,200,200,12175.011,0,1.0,,1,1,200,200,12141.027,0,1.0,,0,-33.984,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T20:59:46,43,What are the top 7 cities in countries with independence year after 1900?,1.0,1,1,1,200,200,8313.061,0,1.0,,1,1,200,200,13062.623,0,1.0,,0,4749.562,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T21:00:03,44,"Show the bottom 5 countries with the lowest GNP per square kilometer (GNP / SurfaceArea), excluding zero/null SurfaceArea.",1.0,1,1,1,200,200,7223.187,0,1.0,,1,1,200,200,9301.056,0,1.0,,0,2077.869,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T21:00:58,45,What are the top 5 countries with the highest count of cities where District contains the country’s Continent substring?,1.0,1,1,0,504,504,40213.879,3,0.0,HTTPError: HTTP Error 504: Gateway Timeout,1,1,200,200,13820.965,0,1.0,,1,-26392.914,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T21:01:31,46,"Show the bottom 7 countries ranked by (GNP / Population) − (GNPOld / Population), excluding nulls/zero division.",1.0,1,1,1,200,200,22265.573,0,1.0,,1,1,200,200,10144.129,0,1.0,,0,-12121.444,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T21:01:51,47,What are the top 5 countries with the highest count of cities where city name length equals the number of letters in the country’s GovernmentForm?,1.0,1,1,1,200,200,10238.466,0,1.0,,1,1,200,200,10046.64,0,1.0,,0,-191.826,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T21:02:39,48,List the 3 cities with the largest populations in countries with Islamic Emirate government form.,1.0,1,1,1,200,200,11929.169,1,1.0,,1,0,504,504,35294.021,3,0.0,HTTPError: HTTP Error 504: Gateway Timeout,-1,23364.851,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T21:03:04,49,What are the bottom 6 countries where the official name differs from the local name by fewer than 3 characters?,1.0,1,1,1,200,200,10100.898,0,1.0,,1,1,200,200,14119.09,0,1.0,,0,4018.192,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_204354_72c1cfa5,2026-04-04T21:03:21,50,What are the top 5 countries with the greatest difference between GNP and GNPOld?,1.0,1,1,1,200,200,8485.706,0,1.0,,1,1,200,200,8513.162,0,1.0,,0,27.456,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
