run_id,timestamp,question_index,question,predicted_score,predicted_threads,baseline_concurrent,baseline_success,baseline_http_status,baseline_api_code,baseline_latency_ms,baseline_retries_used,baseline_agent_success_ratio,baseline_error,predict_concurrent,predict_success,predict_http_status,predict_api_code,predict_latency_ms,predict_retries_used,predict_agent_success_ratio,predict_error,success_delta,latency_delta_ms,predicted_threads_is_singleton_run,comparison_round_validity,comparison_round_invalid_reason
exp_20260405_004506_be3a55d9,2026-04-05T01:21:51,32,Show the bottom 6 countries ranked by length of GovernmentForm string (ascending).,1.0,2,1,1,200,200,12661.023,0,1.0,,2,1,200,200,7644.947,0,1.0,,0,-5016.076,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:22:57,33,What are the bottom 4 countries ranked by (SurfaceArea × LifeExpectancy) / GNP?,1.0,2,1,1,200,200,11409.951,0,1.0,,2,1,200,200,8193.546,0,1.0,,0,-3216.406,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:24:06,34,List the top 7 cities located in countries whose region contains “Southern and Central Asia”.,1.0,2,1,1,200,200,6977.757,0,1.0,,2,1,200,200,15038.236,0,1.0,,0,8060.479,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:27:11,35,What are the top 6 countries with the highest number of cities where District starts with the same letter as CountryCode?,1.0,2,1,0,504,504,40140.697,3,0.0,HTTPError: HTTP Error 504: Gateway Timeout,2,1,200,200,11273.936,0,1.0,,1,-28866.761,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:28:11,36,What are the top 4 countries with the highest number of cities where city name matches the district name case-insensitively?,1.0,2,1,1,200,200,9534.346,0,1.0,,2,1,200,200,10225.643,0,1.0,,0,691.297,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:29:03,37,"List the top 6 languages spoken in exactly two countries, ranked by maximum percentage in any single country.",1.0,2,1,1,200,200,7842.649,0,1.0,,2,1,200,200,9646.186,0,1.0,,0,1803.537,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:30:00,38,Which 7 countries have the highest number of cities where the city name matches the country’s local name?,1.0,2,1,1,200,200,9078.844,0,1.0,,2,1,200,200,10083.986,0,1.0,,0,1005.142,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:32:06,39,What are the top 4 cities in countries where Papiamento is spoken?,1.0,2,1,1,200,200,8522.804,0,1.0,,2,1,200,200,9824.438,0,1.0,,0,1301.634,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:33:10,40,Show the top 5 countries with the most languages spoken (regardless of official status).,1.0,2,1,1,200,200,6124.201,0,1.0,,2,1,200,200,8452.65,0,1.0,,0,2328.449,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:33:46,41,What are the bottom 5 countries with the shortest head of state names among those with non-null HeadOfState?,1.0,2,1,1,200,200,5434.071,0,1.0,,2,1,200,200,6267.932,0,1.0,,0,833.861,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:36:01,42,"List the top 7 cities in countries where the local name contains “stan” and population > 100,000.",1.0,2,1,0,504,504,49267.644,3,0.0,HTTPError: HTTP Error 504: Gateway Timeout,2,1,200,200,12154.551,0,1.0,,1,-37113.093,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:38:49,43,What are the top 7 cities in countries with independence year after 1900?,1.0,2,1,1,200,200,13413.194,0,1.0,,2,1,200,200,38149.853,0,1.0,,0,24736.659,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:39:39,44,"Show the bottom 5 countries with the lowest GNP per square kilometer (GNP / SurfaceArea), excluding zero/null SurfaceArea.",1.0,2,1,1,200,200,7316.763,0,1.0,,2,1,200,200,9191.074,0,1.0,,0,1874.311,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:43:46,45,What are the top 5 countries with the highest count of cities where District contains the country’s Continent substring?,1.0,2,1,1,200,200,44988.405,3,1.0,,2,1,200,200,40509.634,2,0.5,,0,-4478.77,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:45:17,46,"Show the bottom 7 countries ranked by (GNP / Population) − (GNPOld / Population), excluding nulls/zero division.",1.0,2,1,1,200,200,10710.848,0,1.0,,2,1,200,200,13523.556,0,1.0,,0,2812.708,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:46:17,47,What are the top 5 countries with the highest count of cities where city name length equals the number of letters in the country’s GovernmentForm?,1.0,2,1,1,200,200,9578.266,0,1.0,,2,1,200,200,10629.132,0,1.0,,0,1050.865,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:48:18,48,List the 3 cities with the largest populations in countries with Islamic Emirate government form.,1.0,2,1,1,200,200,11713.674,1,1.0,,2,1,200,200,7414.33,0,1.0,,0,-4299.343,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:50:02,49,What are the bottom 6 countries where the official name differs from the local name by fewer than 3 characters?,1.0,2,1,1,200,200,17785.374,0,1.0,,2,1,200,200,11765.897,0,1.0,,0,-6019.477,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:51:18,50,What are the top 5 countries with the greatest difference between GNP and GNPOld?,1.0,2,1,1,200,200,15903.228,0,1.0,,2,1,200,200,9493.94,0,1.0,,0,-6409.288,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:51:59,51,"List the 7 cities with populations between 100,000 and 500,000, ordered by descending population.",1.0,2,1,1,200,200,5154.229,0,1.0,,2,1,200,200,6916.848,0,1.0,,0,1762.619,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:52:59,52,What are the bottom 9 countries by number of distinct language entries in countrylanguage table per million population?,1.0,2,1,1,200,200,9303.626,0,1.0,,2,1,200,200,11139.265,0,1.0,,0,1835.639,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:54:05,53,What are the bottom 6 cities by population in countries where Region contains “Caribbean” and GovernmentForm contains “UK”?,1.0,2,1,1,200,200,10705.604,0,1.0,,2,1,200,200,11141.565,0,1.0,,0,435.961,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:55:04,54,"What are the bottom 5 countries by (LifeExpectancy × SurfaceArea) / GNP, excluding zero/null GNP?",1.0,2,1,1,200,200,6844.273,0,1.0,,2,1,200,200,9235.161,0,1.0,,0,2390.888,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:56:33,55,"List the top 5 cities whose names are anagrams of another city name in the database (by sorted character set, ignoring case/spaces).",1.0,2,1,1,200,200,10597.675,0,1.0,,2,1,200,200,18487.613,0,1.0,,0,7889.938,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:57:19,56,"Show the bottom 4 countries by (LifeExpectancy + GNP) / 2, excluding nulls.",1.0,2,1,1,200,200,6942.026,0,1.0,,2,1,200,200,9040.557,0,1.0,,0,2098.531,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:57:58,57,Show the top 4 languages with the highest maximum percentage in any single country.,1.0,2,1,1,200,200,4902.301,0,1.0,,2,1,200,200,5917.106,0,1.0,,0,1014.805,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:58:58,58,"List the top 6 languages spoken in exactly three countries, ranked by average percentage descending.",1.0,2,1,1,200,200,9849.447,0,1.0,,2,1,200,200,8068.368,0,1.0,,0,-1781.079,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T01:59:59,59,What are the top 5 countries with the highest number of cities whose names start with the same letter as the country’s Code?,1.0,2,1,1,200,200,9342.116,0,1.0,,2,1,200,200,10455.424,0,1.0,,0,1113.308,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:00:36,60,Which 8 cities lie in districts starting with Noord or Southern?,1.0,2,1,1,200,200,4977.105,0,1.0,,2,1,200,200,5735.729,0,1.0,,0,758.624,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:01:26,61,"List the 6 cities with names containing “-e-” and populations over 100,000.",1.0,2,1,1,200,200,6026.181,0,1.0,,2,1,200,200,6602.503,0,1.0,,0,576.322,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:02:29,62,Which 3 countries have the highest combined percentage of Balochi and Dutch speakers?,1.0,2,1,1,200,200,9256.277,0,1.0,,2,1,200,200,10534.753,0,1.0,,0,1278.476,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:03:47,63,What are the bottom 4 cities by population in countries with government form “Republic”?,1.0,2,1,1,200,200,6892.022,0,1.0,,2,1,200,200,10635.99,0,1.0,,0,3743.968,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:04:38,64,"Show the bottom 6 countries by (GNP − Population) / SurfaceArea, excluding zero/null denominators.",1.0,2,1,1,200,200,7331.741,0,1.0,,2,1,200,200,9148.357,0,1.0,,0,1816.616,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:05:47,65,"Which 5 countries have the greatest absolute difference between LocalName length and Name length, capped at 20?",1.0,2,1,1,200,200,8598.326,0,1.0,,2,1,200,200,11978.589,0,1.0,,0,3380.262,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:09:18,66,What are the bottom 7 cities by population in countries whose local name ends with “ia”?,1.0,2,1,1,200,200,41399.162,3,1.0,,2,1,200,200,29487.675,2,1.0,,0,-11911.487,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:10:06,67,What are the bottom 7 countries by population density (Population / SurfaceArea)?,1.0,2,1,1,200,200,7293.598,0,1.0,,2,1,200,200,8711.771,0,1.0,,0,1418.173,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:11:15,68,Which 4 countries have the highest ratio of capital ID to population (Capital / Population)?,1.0,2,1,1,200,200,7184.991,0,1.0,,2,1,200,200,12655.072,0,1.0,,0,5470.081,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:15:13,69,What are the bottom 3 countries with the highest GNP per capita but LifeExpectancy < 50?,1.0,2,1,1,200,200,23070.821,0,1.0,,2,1,200,200,24046.925,1,1.0,,0,976.104,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:16:00,70,Which 6 languages appear in the most countries where they are *not* official but have percentage ≥ 5%?,1.0,2,1,1,200,200,7190.965,0,1.0,,2,1,200,200,8092.449,0,1.0,,0,901.484,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:18:07,71,List the top 5 cities in countries where English is an official language and has a percentage ≥ 50%.,1.0,2,1,1,200,200,19940.552,1,1.0,,2,1,200,200,20726.108,0,1.0,,0,785.556,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:19:05,72,"What are the top 5 countries with the most cities where city name contains “-e-” and population > 200,000?",1.0,2,1,1,200,200,9573.748,0,1.0,,2,1,200,200,9615.667,0,1.0,,0,41.919,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:21:12,73,List the 4 cities with the highest population in countries whose names start with A.,1.0,2,1,1,200,200,9418.266,0,1.0,,2,1,200,200,7811.906,0,1.0,,0,-1606.36,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:24:53,74,What are the bottom 6 countries ranked by average city population (total city population / number of cities per country)?,1.0,2,1,0,504,504,35271.186,3,0.0,HTTPError: HTTP Error 504: Gateway Timeout,2,1,200,200,35271.229,2,0.5,,1,0.042,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:25:49,75,Show the top 3 countries with the largest population growth (Population / SurfaceArea ratio).,1.0,2,1,1,200,200,7120.513,0,1.0,,2,1,200,200,8777.101,0,1.0,,0,1656.588,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:26:39,76,Show the top 5 countries with the most official languages.,1.0,2,1,1,200,200,7518.226,0,1.0,,2,1,200,200,9211.08,0,1.0,,0,1692.854,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:27:25,77,List the top 7 languages with the highest median percentage among official languages only.,1.0,2,1,1,200,200,7269.708,0,1.0,,2,1,200,200,7639.532,0,1.0,,0,369.824,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:27:59,78,"What are the bottom 5 countries by life expectancy among those with surface area > 1,000,000?",1.0,2,1,1,200,200,4658.193,0,1.0,,2,1,200,200,5728.187,0,1.0,,0,1069.994,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:28:39,79,Show the top 6 languages with the highest total percentage sum across all African countries.,1.0,2,1,1,200,200,6068.889,0,1.0,,2,1,200,200,6354.927,0,1.0,,0,286.039,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:29:36,80,Show the bottom 7 languages ranked by minimum percentage across all countries where they’re spoken.,1.0,2,1,1,200,200,4972.99,0,1.0,,2,1,200,200,6268.904,0,1.0,,0,1295.914,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:30:35,81,What are the bottom 5 cities by population in countries where HeadOfState contains “Eduardo”?,1.0,2,1,1,200,200,8693.421,0,1.0,,2,1,200,200,9890.429,0,1.0,,0,1197.009,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:32:21,82,Which 6 countries have the greatest absolute difference between their capital ID and average city population?,1.0,2,1,1,200,200,8751.851,0,1.0,,2,1,200,200,9984.213,0,1.0,,0,1232.362,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:33:00,83,What are the top 7 countries with the greatest absolute difference between IndepYear and 1950 (excluding nulls)?,1.0,2,1,1,200,200,5450.973,0,1.0,,2,1,200,200,6735.903,0,1.0,,0,1284.931,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:36:28,84,What are the top 5 countries with the highest number of cities where District = GovernmentForm substring (case-insensitive partial match)?,1.0,2,1,0,504,504,36410.475,3,0.0,HTTPError: HTTP Error 504: Gateway Timeout,2,1,200,200,32578.988,0,1.0,,1,-3831.486,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:39:32,85,What are the top 8 countries with the highest average language percentage for non-official languages?,1.0,2,1,0,504,504,29126.015,3,0.0,HTTPError: HTTP Error 504: Gateway Timeout,2,1,200,200,27062.395,2,0.5,,1,-2063.62,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:40:20,86,"What are the top 5 countries with the highest number of official languages *and* surface area > 100,000?",1.0,2,1,1,200,200,7546.342,0,1.0,,2,1,200,200,7996.053,0,1.0,,0,449.711,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:41:14,87,"What are the top 5 countries with the highest GNP per capita (GNP / Population), excluding countries with zero or null Population?",1.0,2,1,1,200,200,7112.332,0,1.0,,2,1,200,200,9526.581,0,1.0,,0,2414.249,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:41:59,88,"What are the top 9 countries with the highest ratio of SurfaceArea to Capital ID (SurfaceArea / Capital), excluding zero/null Capital?",1.0,2,1,1,200,200,6517.929,0,1.0,,2,1,200,200,7319.394,0,1.0,,0,801.466,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:42:53,89,Show the bottom 5 cities by population in countries whose Code2 ends in “O”.,1.0,2,1,1,200,200,7856.536,0,1.0,,2,1,200,200,9341.644,0,1.0,,0,1485.108,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:43:32,90,What are the bottom 5 countries by population density (Population / SurfaceArea) among African nations?,1.0,2,1,1,200,200,6040.029,0,1.0,,2,1,200,200,6716.596,0,1.0,,0,676.567,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:44:27,91,What are the top 6 countries with the most cities where city name contains the country’s Code2 substring?,1.0,2,1,1,200,200,8717.905,0,1.0,,2,1,200,200,9883.654,0,1.0,,0,1165.75,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:44:59,92,Which 10 languages have the highest average percentage across all countries where they’re spoken?,1.0,2,1,1,200,200,4932.277,0,1.0,,2,1,200,200,5271.987,0,1.0,,0,339.71,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:45:48,93,Which 6 cities have names starting with “M” and lie in countries with independence year before 1950?,1.0,2,1,1,200,200,6990.539,0,1.0,,2,1,200,200,7764.979,0,1.0,,0,774.44,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:47:28,94,List the top 8 cities located in European countries with government form “Republic” and life expectancy > 70.,1.0,2,1,1,200,200,19474.038,2,1.0,,2,1,200,200,7249.622,0,1.0,,0,-12224.416,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:50:04,95,What are the bottom 3 countries with the highest GNP but life expectancy < 40?,1.0,2,1,1,200,200,20192.205,0,1.0,,2,1,200,200,30196.878,0,1.0,,0,10004.673,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:50:55,96,List the bottom 6 cities ranked by population within Asia.,1.0,2,1,1,200,200,7899.601,0,1.0,,2,1,200,200,9065.919,0,1.0,,0,1166.318,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:51:44,97,What are the bottom 6 languages ranked by number of countries where spoken *and* maximum percentage < 2%?,1.0,2,1,1,200,200,7657.407,0,1.0,,2,1,200,200,7830.291,0,1.0,,0,172.884,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:52:18,98,What are the bottom 4 countries by life expectancy where the government form is “Republic”?,1.0,2,1,1,200,200,5464.913,0,1.0,,2,1,200,200,5661.947,0,1.0,,0,197.034,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:56:05,99,What are the bottom 8 countries ranked by combined population of all their listed cities?,1.0,2,1,1,200,200,40002.729,3,1.0,,2,0,504,504,35938.593,3,0.0,HTTPError: HTTP Error 504: Gateway Timeout,-1,-4064.136,1,有效对比轮,
exp_20260405_004506_be3a55d9,2026-04-05T02:56:59,100,Show the top 5 countries with the highest ratio of Population to IndepYear (for countries with valid IndepYear).,1.0,2,1,1,200,200,8132.519,0,1.0,,2,1,200,200,9145.387,0,1.0,,0,1012.869,1,有效对比轮,
